sim,time,S,I,R
12,1.9000000000000001,90.82856873623047,7.33416819091515,1.83726307285438
12,2,89.8531714245456,8.079295296553669,2.0675332789007324
12,2.1,88.79155240635444,8.887430726540007,2.3210168671055422
12,2.2,87.63911678397352,9.761244606483675,2.599638609542794
12,2.3000000000000003,86.39164622787786,10.702957078069845,2.9053966940522855
12,2.4000000000000004,85.04544344634283,11.714209188421275,3.2403473652358805
12,2.5,83.59748900887493,12.79592542011573,3.606585571009337
12,2.6,82.045606445376,13.948172129065854,4.006221425558146
12,2.7,80.38863001088423,15.17001754194208,4.4413524471736805
12,2.8000000000000003,78.62656797509591,16.459400305922735,4.914031718981342
12,2.9000000000000004,76.76075306514093,17.81301459550009,5.426232339358966
12,3,74.79396994778865,19.226221228979448,5.979808823231879
12,3.1,72.73055083199328,20.692992854188013,6.576456313818674
12,3.2,70.57642863172742,22.205902584845823,7.217668783426715
12,3.3000000000000003,68.33913959560073,23.756162760094295,7.904697644304944
12,3.4000000000000004,66.02776879883979,25.333718880745685,8.638512320414481
12,3.5,63.65283534605588,26.927400167885384,9.419764486058693
12,3.6,61.22611766613734,28.525124710914028,10.248757622948592
12,3.7,58.76042342871889,30.114153109359023,11.125423461922054
12,3.8000000000000003,56.26931282275459,31.68138056705749,12.049306610187873
12,3.9000000000000004,53.76678758102447,33.213654094235,13.0195583247405
12,4,51.2669609114794,34.698099137022005,14.034939951498563
12,4.1000000000000005,48.78372501032256,36.122438926419285,15.093836063258124
12,4.2,46.33043290998457,37.47529025759089,16.19427683242451
12,4.3,43.91961005181924,38.7464212367518,17.333968711428938
12,4.4,41.56270835610167,39.926959540127804,18.510332103770494
12,4.5,39.26991202889297,41.00954354938555,19.720544421721453
12,4.6000000000000005,37.05000032730246,41.98841291204043,20.96158676065708
12,4.7,34.91026845255229,42.859439168729686,22.230292378718
12,4.800000000000001,32.856504057776974,43.62010069696491,23.523395245258097
12,4.9,30.893013850275977,44.26940905656958,24.837577093154422
12,5,29.02269261650631,44.807795730667074,26.1695116528266
12,5.1000000000000005,27.2471257556628,45.23696921299963,27.515905031337546
12,5.2,25.566716018054205,45.55975248115679,28.873531500788978
12,5.300000000000001,23.980825472567087,45.77991027477577,30.23926425265712
12,5.4,22.48792459418258,45.90197446539008,31.610100940427316
12,5.5,21.085741576856453,45.93107436350789,32.98318405963564
12,5.6000000000000005,19.771406361646694,45.87277724255503,34.35581639579826
12,5.7,18.541585277130892,45.732942817565814,35.72547190530328
12,5.800000000000001,17.39260350875721,45.51759400665193,37.08980248459085
12,5.9,16.32055377381597,45.23280509224523,38.44664113393879
12,6,15.32139054171525,44.88460741829493,39.79400203998981
12,6.1000000000000005,14.391009901063743,44.47891200446633,41.130078094469916
12,6.2,13.525315683326735,44.02144797624302,42.45323634043023
12,6.300000000000001,12.720272939270227,43.51771527100709,43.76201178972267
12,6.4,11.971949969773046,42.97295000924361,45.05510002098333
12,6.5,11.276550283635457,42.39210079800033,46.331348918364206
12,6.6000000000000005,10.630435874035753,41.779814289078075,47.58974983688616
12,6.7,10.030143141455365,41.14042840354596,48.82942845499866
12,6.800000000000001,9.472392689881385,40.477971790942156,50.04963551917645
12,6.9,8.954094205769659,39.796168135384264,51.24973765884608
12,7,8.472347263024199,39.098444362172216,52.429208374803586
12,7.1000000000000005,8.02443906877544,38.38794160364258,53.587619327581976
12,7.2,7.607839803001042,37.66752821678849,54.72463198021046
12,7.300000000000001,7.220196235523537,36.939814107837904,55.83998965663856
12,7.4,6.859324086180037,36.207165874723245,56.933510039096724
12,7.5,6.523199565920256,35.471722309858556,58.005078124221185
12,7.6000000000000005,6.209950435958392,34.73540991956571,59.05463964447589
12,7.7,5.9178468495395284,33.99995820038844,60.082194950072015
12,7.800000000000001,5.64529218273232,33.26691447549087,61.087793341776795
12,7.9,5.390814010562209,32.53765815065862,62.07152783877916
12,8,5.153055344270611,31.813414292826426,63.03353036290295
12,8.1,4.930766212169427,31.095266469957473,63.9739673178731
12,8.200000000000001,4.722795639968312,30.3841688190402,64.89303554099148
